Document,Question,Answer
Report_ERA21FA362_103882_2_1_2025 8_27_40 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA21FA362_103882_2_1_2025 8_27_40 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?","Yes, the a"
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The findin
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, menta"
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA21LA191_102968_2_1_2025 8_28_17 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA21LA269_103346_2_1_2025 8_28_00 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, routi"
Report_ERA21LA295_103522_2_1_2025 8_27_56 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, both "
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA22FA010_104078_2_1_2025 8_27_33 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA22FA096_104453_2_1_2025 8_27_10 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the f"
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA22FA098_104462_2_1_2025 8_27_03 PM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Mental sta
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Mental lim
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR20LA130_101204_2_1_2025 8_29_36 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the a"
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is routine violation one of the contributing factors to this accident?,The invest
Report_WPR20LA163_101367_2_1_2025 8_29_25 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR20LA191_101480_2_1_2025 8_29_18 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Physical o
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is perceptual error one of the contributing factors to this accident?,There is n
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR20LA211_101560_2_1_2025 8_29_15 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the supervisory violation one of the contributing factors to this accident?,There is n
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Are skill-based errors contributing factors to this accident?,Skill-base
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR20LA224_101619_2_1_2025 8_29_08 PM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR20LA280_101831_2_1_2025 8_28_56 PM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
