Document,Question,Answer
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The inform
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, routi"
Report_ERA12FA563_85046_2_2_2025 10_22_37 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The contri
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?","Yes, inade"
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The contri
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA12LA541_84877_2_2_2025 10_22_44 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,Yes
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13FA014_85290_2_2_2025 10_22_32 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13FA026_85344_2_2_2025 10_22_13 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",There is n
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the i"
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Yes
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The invest
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The invest
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13FA070_85711_2_2_2025 10_22_00 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Are tool or technology issues contributing factors to this accident?,No.
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The findin
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13FA186_86581_2_2_2025 10_21_15 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, spati"
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13FA273_87119_2_2_2025 10_21_02 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,No.
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13FA336_87589_2_2_2025 10_20_37 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the a"
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13GA046_85495_2_2_2025 10_22_11 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA13LA057_85595_2_2_2025 10_22_08 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is routine violation one of the contributing factors to this accident?,The invest
Report_ERA13LA433_88152_2_2_2025 10_20_23 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_ERA14FA010_88253_2_2_2025 10_20_14 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
