Document,Question,Answer
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Are skill-based errors contributing factors to this accident?,The inform
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_CEN19FA276_100089_2_2_2025 10_01_09 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the u"
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, the e"
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN20FA012_100475_2_2_2025 10_00_59 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is perceptual error one of the contributing factors to this accident?,There is n
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN20FA035_100671_2_2_2025 10_00_55 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",There is n
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The contri
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN20FA098_100982_2_2_2025 10_00_41 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Yes
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN20LA136_101136_2_2_2025 10_00_40 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The inform
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The contri
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is routine violation one of the contributing factors to this accident?,"No, routin"
Report_ERA17FA317_95968_2_2_2025 10_03_39 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_ERA17MA316_95967_2_2_2025 10_03_42 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,"Yes, the d"
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The findin
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the d"
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, the d"
Report_ERA18FA122_96999_2_2_2025 10_02_47 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Yes
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is the physiological state one of the contributing factors to this accident?,Yes
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, both "
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA18FA187_97708_2_2_2025 10_02_22 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, the pi"
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"No, the pi"
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"No, the pi"
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"No, decisi"
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA18LA183_97672_2_2_2025 10_02_28 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Are tool or technology issues contributing factors to this accident?,No.
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, the co"
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The toxico
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The inform
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_ERA19FA035_98576_2_2_2025 10_02_06 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No.
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The invest
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,Yes
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,Yes
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, physi"
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, ineff"
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Yes
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is routine violation one of the contributing factors to this accident?,The invest
Report_ERA19FA047_98646_2_2_2025 10_01_57 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_ERA19FA118_99057_2_2_2025 10_01_49 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
