"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ERA17FA317","ACC","95968","2017-09-08T13:00:00Z","Medford","New Jersey","United States","","N204HF","FALSE","DirectorBrief","2018-11-05T05:00:00Z","Fatal","2","0","0","The pilot's early entry into and failure to maintain rotor rpm during a forced landing autorotation after performing an engine shutdown in flight, which resulted in an uncontrolled descent. Contributing to the accident was the failure of maintenance personnel to properly rig the throttle control tie-rod assembly, which resulted in an in-flight separation of the assembly and rendered control of engine rpm impossible.","","39.934165","-74.80722","SCHWEIZER","269C","HELI","N14","FLYING W","FALSE","1","","PERS","091","Substantial","VMC","Helicopter Flight Services","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95968","10/17/2018 5:28:00 PM",
"ERA17MA316","ACC","95967","2017-09-08T11:20:00Z","Hertford","North Carolina","United States","","N146DU","FALSE","DirectorBrief","2021-01-28T05:00:00Z","Fatal","4","0","0","A failure of the rear bearing in the No. 2 engine, which (1) created multiple and likely unexpected and confusing cockpit indications, resulting in the pilot's improper diagnosis and subsequent erroneous shutdown of the No. 1 engine, and (2) the resulting degraded the performance of the No. 2 engine, until it ultimately lost power. The complete loss of engine power likely occurred at an altitude and/or airspeed that was too low for the pilot to execute a successful emergency autorotative landing.","","36.290279","-76.487503","EUROCOPTER DEUTSCHLAND GMBH","MBB BK 117","HELI","","","FALSE","2","NSCH","","135","Destroyed","VMC","Air Methods Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95967","11/19/2020 7:00:00 PM",
"ERA17FA274","ACC","95805","2017-08-12T16:49:00Z","Charlottesville","Virginia","United States","","N31VA","FALSE","DirectorBrief","2020-07-13T04:00:00Z","Fatal","2","0","0","The pilot's loss of helicopter control after entry into vortex ring state, leading to a high rate of descent to the ground with a right spin. Contributing to the accident was the pilot's lack of recent and recurrent training in vortex ring state recognition and recovery.","","38.034168","-78.529441","BELL","407","HELI","","","FALSE","1","","PUBS","PUBU","Destroyed","VMC","Virginia State Police","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95805","5/13/2020 6:00:00 PM",
"CEN17FA209","ACC","95289","2017-06-03T14:37:00Z","Dimmitt","Texas","United States","","N7091F","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","1","0","0","The pilot's incapacitation due to scarring from previous heart attacks and severe hypertrophy of the left ventricular wall which resulted in arrhythmia and a loss of control while maneuvering at low altitude.","","34.420555","-102.512222","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","BUS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95289","11/15/2018 8:55:00 PM",
"ERA17FA190","ACC","95234","2017-05-25T11:53:00Z","New Castle","Delaware","United States","","N62UP","FALSE","DirectorBrief","2019-10-10T04:00:00Z","Fatal","1","0","0","The pilot's loss of helicopter control during a missed approach in instrument meteorological conditions due to spatial disorientation and the cumulative effects of task saturation.","","39.659168","-75.601112","EUROCOPTER DEUTSCHLAND GMBH","EC 135","HELI","ILG","NEW CASTLE","FALSE","2","","PERS","091","Destroyed","IMC","Metro Aviation, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95234","9/9/2019 2:09:00 PM",
"ERA17FA164","ACC","95041","2017-04-21T16:32:00Z","Timmonsville","South Carolina","United States","","N865Z","FALSE","DirectorBrief","2020-04-20T04:00:00Z","Fatal","1","0","0","The pilot's decision to maneuver the helicopter at a low altitude near trees, which resulted in collision with the trees.","","34.181945","-80.004165","BELL-CARSON","47G SUPER C 4","HELI","PVT","private","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=95041","1/29/2020 4:39:00 PM",
"CEN17FA127","ACC","94867","2017-03-14T15:46:00Z","Chalmers","Indiana","United States","","N530KD","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","1","0","0","The pilot's failure to ensure that the needle did not entangle with the tower's vertical lattice as he moved the helicopter rearward, which resulted in the helicopter becoming tethered to the tower and a subsequent loss of control.","","40.648612","-86.84333","MCDONNELL DOUGLAS HELI CO","369FF","HELI","","","FALSE","1","","EXLD","133","Destroyed","VMC","Rogers Helicopters, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94867","12/20/2018 12:50:00 PM",
"CEN17FA112","ACC","94783","2017-02-27T11:33:00Z","Chauvin","Louisiana","United States","","N1371","FALSE","DirectorBrief","2018-02-22T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain proper altitude resulting in a collision with water for reasons that could not be determined based on the available information.","","29.43926","-90.590591","BELL","407","HELI","","","FALSE","1","","POSI","091","Destroyed","VMC","Westwind Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94783","2/12/2018 7:01:00 PM",
"CEN17FA103","ACC","94717","2017-02-15T01:23:00Z","Shreveport","Louisiana","United States","","N598PB","FALSE","DirectorBrief","2018-11-05T05:00:00Z","Fatal","2","0","0","The pilot's inadvertent encounter with instrument meteorological conditions resulting in spatial disorientation, loss of control, and subsequent impact with terrain.","","32.311389","-93.705558","BELL HELICOPTER TEXTRON CANADA","429","HELI","","","FALSE","2","","PERS","091","Substantial","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94717","10/11/2018 8:09:00 PM",
"CEN17FA100","ACC","94691","2017-02-06T20:09:00Z","Galveston","Texas","United States","","N978RH","FALSE","DirectorBrief","2017-12-11T05:00:00Z","Fatal","1","0","0","The pilot's failure to recognize the flight had encountered instrument meteorological conditions at night, which resulted in an unrecognized descent and collision with water.","","29.239721","-94.990554","BELL","206B","HELI","","","FALSE","1","NSCH","","135","Destroyed","IMC","Republic Helicopters, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94691","11/13/2017 5:52:00 PM",
"WPR17FA047","ACC","94565","2017-01-04T18:36:00Z","San Pedro","California","United States","","N702JJ","FALSE","DirectorBrief","2017-12-12T05:00:00Z","Fatal","2","0","0","The pilot's failure to use carburetor heat while operating in conditions conducive to carburetor icing, which resulted in a loss of engine power due to carburetor icing. Also causal was the pilot's failure to maintain rotor rpm following the loss of engine power.","","33.706943","-118.257774","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94565","12/4/2017 5:20:00 PM",
"WPR17FA021","ACC","94386","2016-11-15T19:41:00Z","Pukoo","Hawaii","United States","","N81GG","FALSE","DirectorBrief","2019-11-06T05:00:00Z","Fatal","2","0","0","The pilot's decision to continue visual flight into an area of instrument meteorological conditions at night in rain, which resulted in his geographic disorientation and controlled flight into terrain.","","21.099721","-156.792221","HUGHES","369","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94386","3/5/2019 9:43:00 PM",
"CEN17FA012","ACC","94162","2016-10-06T16:45:00Z","Lino Lakes","Minnesota","United States","","N4035G","FALSE","DirectorBrief","2017-05-16T04:00:00Z","Fatal","2","0","0","The separation of the main rotor assembly due to mast bumping.","","45.193332","-93.137779","FAIRCHILD HILLER","FH 1100","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=94162","5/11/2017 6:36:00 PM",
"ERA16FA311","ACC","93956","2016-09-06T13:40:00Z","Palm Bay","Florida","United States","","N805AR","FALSE","DirectorBrief","2019-03-05T05:00:00Z","Fatal","3","0","0","A dual loss of engine power for undetermined reasons after the pilot's improper decision to attempt another maneuver after recovering from a perceived compressor stall, rather than returning to the airport.","","27.940555","-80.704719","SIKORSKY","S61","HELI","","","FALSE","2","","FLTS","091","Destroyed","VMC","AAR Airlift Group","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93956","11/13/2018 7:00:00 PM",
"CEN16FA315","ACC","93803","2016-08-09T20:35:00Z","Howe","Texas","United States","","N9277R","FALSE","DirectorBrief","2017-09-26T04:00:00Z","Fatal","1","1","0","The improper execution of an autorotation following the loss of engine power, which resulted in an uncontrolled descent into terrain. Contributing to the accident was the flight instructor's lack of remedial action during the autorotation.","","33.567501","-96.577499","HUGHES","269C","HELI","","","FALSE","1","","INST","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93803","9/25/2017 11:01:00 AM",
"CEN16FA304","ACC","93762","2016-08-03T10:47:00Z","Jeanerette","Louisiana","United States","","N1549W","FALSE","DirectorBrief","2017-09-06T04:00:00Z","Fatal","1","0","0","The pilot's loss of helicopter control for reasons that could not be determined based on available evidence.","","29.997777","-91.405555","SCHWEIZER","269C 1","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","GULF COAST HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93762","8/28/2017 8:53:00 PM",
"ERA16LA253","ACC","93594","2016-07-11T18:50:00Z","Georgetown","Delaware","United States","","N1SP","FALSE","DirectorBrief","2018-02-12T05:00:00Z","Fatal","1","0","0","The emergency response team's failure to ensure that the system operator was secured to the helicopter, which resulted in his fall during the recurrent rescue hoist training operation.","","38.6875","-75.359169","BELL","429","HELI","GED","DELAWARE COASTAL","FALSE","2","","PUBS","PUBU","None","VMC","STATE OF DELAWARE","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93594","1/4/2018 5:01:00 AM",
"ERA16FA248","ACC","93579","2016-07-11T11:23:00Z","Hickory","Kentucky","United States","","N427TV","FALSE","DirectorBrief","2017-07-20T04:00:00Z","Fatal","1","0","0","Company maintenance personnel's inappropriate removal without replacement of the safety wires on the collective lever pin screws during a recent maintenance inspection, which resulted in the screws backing out and led to a loss of collective control in flight.","","36.882778","-88.678886","BELL HELICOPTER TEXTRON CANADA","407","HELI","NONE","Gravel Lot","FALSE","1","","BUS","091","Substantial","VMC","TENNESSEE VALLEY AUTHORITY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93579","6/26/2017 5:02:00 PM",
"DCA16FA199","ACC","93553","2016-07-06T11:48:00Z","Italy","Texas","United States","","N525TA","TRUE","DirectorBrief","2018-01-16T05:00:00Z","Fatal","2","0","0","A severe vibration of the helicopter that led to the crew's inability to maintain sufficient rotor rotation speed (Nr), leading to excessive main rotor blade flapping, subsequent main rotor blade contact with the tail boom, and the resultant in-flight breakup. Contributing to the severity and sustainment of the vibration, which was not predicted during development, were (1) the collective biomechanical feedback and (2) the attitude and heading reference system response, both of which occurred due to the lack of protections in the flight control laws against the sustainment and growth of adverse feedback loops when the 6-hertz airframe vibration initiated. Contributing to the crew's inability to maintain sufficient Nr in the severe vibration environment were (1) the lack of an automated safeguard in the modified one-engine-inoperative software used during flight testing to exit at a critical Nr threshold and (2) the lack of distinct and unambiguous cues for low Nr.","","32.246112","-96.919723","BELL","525","HELI","","","FALSE","","","FLTS","091","Destroyed","VMC","Bell Helicopter - Textron","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93553","1/16/2018 3:00:00 PM",
"WPR16FA130","ACC","93446","2016-06-23T14:25:00Z","Wikieup","Arizona","United States","","N117TW","FALSE","DirectorBrief","2017-11-28T05:00:00Z","Fatal","2","0","0","An encounter with turbulence due to updrafts and/or dust devils that resulted in mast bumping and an in-flight break-up.","","34.461112","-113.683334","ROBINSON HELICOPTER CO","R66","HELI","","","FALSE","1","","POSI","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93446","11/9/2017 1:28:00 PM",
"CEN16FA215","ACC","93363","2016-06-12T15:30:00Z","Jonesboro","Arkansas","United States","","N789MR","FALSE","DirectorBrief","2018-04-09T04:00:00Z","Fatal","1","0","0","The pilot's failure to maintain helicopter control during takeoff. Contributing to the accident was the pilot's impairment due to his combined use of alcohol and diphenhydramine, which led to his improper decision to fly after drinking alcohol and degraded his ability to maintain control of the helicopter.","","35.826389","-90.549163","ROBINSON HELICOPTER COMPANY","R44 II","HELI","23AR","CLASSIC AIRSTRIP","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93363","3/6/2018 5:14:00 PM",
"CEN16LA182","ACC","93171","2016-05-13T07:15:00Z","Portia","Arkansas","United States","","N48316","FALSE","DirectorBrief","2016-11-28T05:00:00Z","Fatal","1","0","0","The pilot's decision to perform a sliding takeoff from the elevated platform, which resulted in a dynamic rollover when the right skid plate caught on a protruding screw. Contributing to the accident was the pilot's failure to adequately inspect the landing platform before flight.","","36.075553","-91.061111","BELL","47G 3B 1","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","HAMMOCK FLYING SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93171","7/27/2016 12:32:00 PM",
"ANC16FA023","ACC","93116","2016-05-06T19:00:00Z","Skagway","Alaska","United States","","N94TH","FALSE","DirectorBrief","2018-10-01T04:00:00Z","Fatal","1","0","0","The pilot's decision to continue visual flight into an area of instrument meteorological conditions, which resulted in the pilot experiencing a loss of visual reference and subsequent controlled flight into terrain. Contributing to the accident were the pilot's self-induced pressure to complete the flight and the operator's failure to maintain operational control over the flight.","","59.450279","-135.205551","AIRBUS","AS350","HELI","","","FALSE","1","","OWRK","091","Substantial","IMC","TEMSCO HELICOPTERS, INC.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93116","9/10/2018 5:47:00 PM",
"CEN16FA171","ACC","93097","2016-05-04T10:02:00Z","Reedsville","Wisconsin","United States","","N629JK","TRUE","DirectorBrief","2017-04-20T04:00:00Z","Fatal","1","0","0","The failure of the power turbine governor's dual-spool bearing due to a lack of lubrication, which resulted in a complete loss of engine power and subsequent impact with terrain.","","44.213333","-87.960281","MCDONNELL DOUGLAS HELICOPTER","369E","HELI","","","FALSE","","","EXLD","133","Substantial","VMC","Rotor Blade LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=93097","4/13/2017 8:36:00 PM",
"ERA16FA144","ACC","92950","2016-04-04T16:10:00Z","Pigeon Forge","Tennessee","United States","","N16760","FALSE","DirectorBrief","2018-08-15T04:00:00Z","Fatal","5","0","0","An inflight loss of engine power due to a failure of the engine fuel pump, which resulted in a collision with trees and terrain during the subsequent autorotation. The failure of the engine fuel pump resulted from the absence of adequate grease leading to accelerated spline wear within the fuel pump.","","35.825279","-83.568336","BELL","206","HELI","6TN3","SIXTY SIX","FALSE","1","","AOBV","091","Destroyed","VMC","GREAT SMOKY MOUNTAIN HELICOPTERS INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92950","7/10/2018 12:29:00 PM",
"ERA16FA143","ACC","92898","2016-03-27T11:47:00Z","Canadensis","Pennsylvania","United States","","N776JM","FALSE","DirectorBrief","2018-05-09T04:00:00Z","Fatal","1","0","0","The pilot's loss of control due to spatial disorientation, which occurred after ascending in order to clear rising terrain and inadvertently entering the clouds.","","41.250556","-75.219169","ROBINSON","R44","HELI","","","FALSE","1","","PERS","091","Destroyed","IMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92898","4/26/2018 1:13:00 PM",
"ERA16FA140","ACC","92894","2016-03-26T00:18:00Z","Enterprise","Alabama","United States","","N911GF","FALSE","DirectorBrief","2018-05-24T04:00:00Z","Fatal","4","0","0","The pilot's decision to perform visual flight rules flight into night instrument meteorological conditions, which resulted in loss of control due to spatial disorientation. Contributing to the accident was the pilot's self-induced pressure to complete the mission despite the weather conditions and the operator's inadequate oversight of the flight by its operational control center.","","31.279443","-85.971107","EUROCOPTER","AS 350 B2","HELI","None","Farm Field","FALSE","1","NSCH","","135","Substantial","IMC","Metro Aviation Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92894","5/8/2018 11:20:00 AM",
"WPR16FA072","ACC","92743","2016-02-18T11:20:00Z","Honolulu","Hawaii","United States","","N80918","FALSE","DirectorBrief","2018-02-22T05:00:00Z","Fatal","1","3","1","The in-flight failure of the engine-to-transmission drive shaft due to improper maintenance, which resulted in low main rotor rpm and a subsequent hard landing to water.","","21.366666","-157.940277","BELL","206B","HELI","","","FALSE","1","","AOBV","091","Substantial","VMC","Genesis Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92743","2/13/2018 1:02:00 PM",
"WPR16FA040","ACC","92454","2015-12-15T18:23:00Z","Superior","Arizona","United States","","N74317","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","2","1","0","The pilot's loss of helicopter control in mountainous terrain as the result of operating the helicopter outside the performance envelope of its hydraulic system and encountering the servo transparency phenomenon. Contributing to the accident was the pilot's decision to perform low-level, high-speed maneuvers through mountainous terrain.","","33.425277","-111.154724","AIRBUS Helicopters","AS350","HELI","","","FALSE","2","NSCH","","135","Substantial","VMC","AIR METHODS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92454","12/6/2018 11:05:00 PM",
"WPR16FA037","ACC","92427","2015-12-10T20:03:00Z","McFarland","California","United States","","N408FC","FALSE","DirectorBrief","2019-03-18T04:00:00Z","Fatal","4","0","0","The pilot's loss of control and collision with terrain while attempting a course reversal after inadvertently entering an area of reduced visibility weather conditions. Contributing to the accident was the pilot's lack of recent experience with night time operations.","","35.67361","-119.055557","BELL","407","HELI","","","FALSE","1","NSCH","","135","Destroyed","VMC","Rogers Helicopters","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92427","11/15/2018 7:52:00 PM",
"WPR16FA029","ACC","92336","2015-11-18T17:23:00Z","Carlsbad","California","United States","","N711BE","FALSE","DirectorBrief","2017-12-11T05:00:00Z","Fatal","2","0","0","The pilot's loss of control during landing on a dolly. Contributing to the accident were the pilot's decision to conduct the flight without an instructor despite multiple flight instructors' recommendations to the contrary, his failure to land on the ramp when he experienced difficulty landing on the dolly, and his impaired decision-making, judgment, and psychomotor performance, due to his use of a combination of two psychoactive drugs.","","33.127223","-117.279998","AIRBUS HELICOPTERS","AS350B3E","HELI","CRQ","MC CLELLAN-PALOMAR","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92336","11/13/2017 6:17:00 PM",
"CEN15MA290","ACC","91489","2015-07-03T13:39:00Z","Frisco","Colorado","United States","AAR1701","N390LG","TRUE","Report","2017-05-09T04:00:00Z","Fatal","1","2","0","Airbus Helicopters' dual-hydraulic AS350 B3e helicopter's (1) preflight hydraulic check, which depleted hydraulic pressure in the tail rotor hydraulic circuit, and (2) lack of salient alerting to the pilot that hydraulic pressure was not restored before takeoff. Such alerting might have cued the pilot to his failure to reset the yaw servo hydraulic switch to its correct position during the preflight hydraulic check, which resulted in a lack of hydraulic boost to the pedal controls, high pedal forces, and a subsequent loss of control after takeoff. Contributing to the accident was the pilot's failure to perform a hover check after liftoff, which would have alerted him to the pedal control anomaly at an altitude that could have allowed him to safely land the helicopter. Contributing to the severity of the injuries was the helicopter's fuel system, which was not crash resistant and facilitated a fuel-fed postcrash fire.","","39.568611","-106.079444","AIRBUS HELICOPTERS INC","AS350B3E","HELI","91CO","SUMMIT MEDICAL CENTER","FALSE","1","NSCH","","135","Destroyed","VMC","AIR METHODS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91489","8/17/2016 5:25:00 PM",
"WPR15FA205","ACC","91482","2015-07-01T22:15:00Z","Newberg","Oregon","United States","","N2096W","FALSE","DirectorBrief","2016-10-04T04:00:00Z","Fatal","2","0","0","The loss of translation/rotational power between the engine and the transmission due to the severe wear of the forward spline portion of the lower coupling drive shaft. The reason for the severe wear of the forward spline could not be definitively determined due to fire damage and the loss of associated components, which were not located during the investigation.","","45.329166","-123.069725","SCHWEIZER","269C","HELI","17S","Chehalem Airpark","FALSE","1","","INST","091","Destroyed","VMC","Precision Aviation Training, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91482","9/22/2016 2:59:00 PM",
"WPR15FA204","ACC","91480","2015-07-01T10:00:00Z","Asotin","Washington","United States","","N9490F","FALSE","DirectorBrief","2016-07-12T04:00:00Z","Fatal","2","0","0","The pilot's failure to maintain adequate clearance from power lines while maneuvering in a canyon.","","46.2425","-117.081108","HUGHES","269C","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91480","6/24/2016 5:59:00 PM",
"WPR15LA193","ACC","91405","2015-06-20T07:15:00Z","Salinas","California","United States","","N4427F","FALSE","DirectorBrief","2018-03-14T04:00:00Z","Fatal","1","0","0","The non-instrument-rated pilot's visual flight rules flight into instrument meteorological conditions, which resulted in his spatial disorientation and loss of helicopter control. Contributing to the accident was the pilot's impairment by high-dose opioid use.","","36.658889","-121.707496","BELL","47G 5","HELI","","","FALSE","1","","AAPL","137","Substantial","IMC","GOMES FARM AIR SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91405","3/1/2018 7:56:00 PM",
"WPR15LA168","ACC","91243","2015-05-27T08:15:00Z","Wasco","California","United States","","N138HA","FALSE","DirectorBrief","2017-07-20T04:00:00Z","Fatal","1","0","0","An in-flight impact with terrain for reasons that could not be determined based on available evidence.","","35.609165","-119.436386","HILLER","UH 12E","HELI","","","FALSE","1","","AAPL","137","Substantial","VMC","SLIKKER FLYING SERVICE INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91243","5/25/2017 4:39:00 PM",
"CEN15FA210","ACC","91089","2015-04-27T21:50:00Z","Austin","Texas","United States","","N392TC","FALSE","DirectorBrief","2016-03-14T04:00:00Z","Fatal","1","0","0","The helicopter rescue specialist was not properly attached to the hoist system, which resulted in a fall during a night hoist operation.","","30.242221","-97.789443","EUROCOPTER DEUTSCHLAND GMBH","MBB BK 117 C-2","HELI","","","FALSE","2","","PUBL","PUBU","None","VMC","Star Flight","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91089","3/7/2016 12:17:00 PM",
"ERA15FA178","ACC","91003","2015-04-06T13:00:00Z","Cherokee","Alabama","United States","","N555JC","FALSE","DirectorBrief","2016-06-27T04:00:00Z","Fatal","1","0","0","The pilot's spatial disorientation during a low-level river crossing in rainy, gray, reduced visibility meteorological conditions, which resulted in the helicopter's subsequent descent and impact with the water. Contributing to the accident was the pilot's decision to attempt the low-level crossing under those meteorological conditions.","","34.842777","-87.934448","HUGHES","369D","HELI","","","FALSE","","","POSI","091","Substantial","IMC","HAVERFIELD INTERNATIONAL INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91003","6/1/2016 5:53:00 PM",
"ERA15FA173","ACC","90956","2015-03-30T14:36:00Z","Saucier","Mississippi","United States","","N50KH","FALSE","DirectorBrief","2016-06-22T04:00:00Z","Fatal","2","1","0","A loss of engine power for reasons that could not be determined due to postaccident fire damage.","","30.667778","-89.094718","BELL HELICOPTER TEXTRON","206 L-1","HELI","","","FALSE","1","","AAPL","137","Destroyed","VMC","T and M Aviation, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90956","5/31/2016 8:33:00 PM",
"ERA15FA164","ACC","90900","2015-03-22T14:30:00Z","Orlando","Florida","United States","","N30242","FALSE","DirectorBrief","2016-08-16T04:00:00Z","Fatal","3","0","0","An inflight loss of control due to the likely detachment of the forward left servo control tube upper rod end attachment bolt.","","28.556943","-81.389167","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90900","8/3/2016 1:04:00 PM",
"CEN15FA171","ACC","90866","2015-03-12T23:15:00Z","Eufaula","Oklahoma","United States","","N919EM","FALSE","DirectorBrief","2017-05-23T04:00:00Z","Fatal","1","2","0","The flight's inadvertent encounter with night instrument meteorological conditions, which resulted in the pilot turning the helicopter and subsequently descending into trees and terrain due to spatial disorientation.","","35.366664","-95.800003","EUROCOPTER","AS 350 B2","HELI","","","FALSE","1","NSCH","","135","Destroyed","Unknown","EAGLEMED LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90866","5/15/2017 11:41:00 AM",
"CEN15FA164","ACC","90830","2015-03-07T00:10:00Z","St Louis","Missouri","United States","","N356AM","TRUE","DirectorBrief","2016-06-22T04:00:00Z","Fatal","1","0","0","The pilot's decision to land during unfavorable wind conditions, which resulted in a loss of control due to settling with power. Contributing to the accident were the lack of an adequate approach path due to numerous obstructions and the lack of available guidance regarding the helicopter's performance capabilities in the right quartering tailwind condition.","","38.622222","-90.233612","Airbus Helicopters (Eurocopte","EC-130-B4","HELI","MO55","St Louis University Hospital H","FALSE","1","","POSI","091","Destroyed","VMC","Air Methods Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90830","6/9/2016 12:32:00 PM",
"CEN15FA126","ACC","90662","2015-01-26T13:02:00Z","Erie","Colorado","United States","","N86235","FALSE","DirectorBrief","2017-07-26T04:00:00Z","Fatal","2","0","0","An in-flight failure of the helicopter's #2 main rotor spindle due to undetected fatigue cracking, which resulted in an in-flight breakup. Contributing to failure were the nonconforming thread root radius of the spindle and the manufacturer's failure to include a bending moment within the spindle threads when performing the fatigue analysis during initial design of the spindle.","","40.015556","-105.049446","ENSTROM","280FX","HELI","EIK","Erie Municipal","FALSE","1","","INST","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90662","7/20/2017 12:31:00 PM",
"CEN15LA104","ACC","90610","2015-01-16T13:30:00Z","The Woodlands","Texas","United States","","N416JB","FALSE","DirectorBrief","2017-10-02T04:00:00Z","Fatal","1","0","0","An in-flight separation of the helicopter’s horizontal stabilizer due to undetected fatigue cracking of the stabilizer spar, which resulted in a loss of control.","","30.199722","-95.476387","BAKER BOBBY J","SAFARI","HELI","","","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90610","8/23/2017 9:43:00 PM",
"ERA15FA096","ACC","90589","2015-01-10T11:32:00Z","Catano","Puerto Rico","United States","","N348VH","FALSE","DirectorBrief","2017-01-26T05:00:00Z","Fatal","1","0","0","The student pilot’s  failure to maintain rotor rpm while maneuvering in the airport traffic pattern, which resulted in the helicopter’s uncontrolled descent to the water. Contributing to the accident was the student’s distraction with other aircraft operating in the traffic pattern.","","18.456666","-66.098335","ROBINSON HELICOPTER","R22 BETA","HELI","TJIG","Fernando Luis Ribas Dominicci","FALSE","1","","INST","091","Destroyed","VMC","VERTICAL SOLUTIONS HELICOPTER COMPANY LL","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90589","1/11/2017 12:44:00 PM",
"WPR15FA072","ACC","90554","2014-12-31T18:10:00Z","Benson","Arizona","United States","","N57AW","FALSE","DirectorBrief","2016-10-24T04:00:00Z","Fatal","2","0","0","The pilot’s continued visual flight into instrument meteorological conditions which resulted in an inflight collision with terrain. Contributing to the accident was the pilot’s inadequate preflight planning, during which he failed to identify forecasted deteriorating weather conditions along the route of flight.","","31.956111","-110.409446","BELL","206","HELI","","","FALSE","1","","POSI","091","Destroyed","IMC","N57AW LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90554","9/29/2016 8:59:00 PM",
